Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat_(%),Ptch(rad),Roll(rad),Yaw(rad),FM,GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Rud,Ele,Thr,Ail,SA,SB,SC,SD,LSW,TxBat(V)
2021-08-03,08:45:22.600,-51,0,100,12,0,6,100,-46,100,12,20.5,0.0,1,80,0.00,0.00,-0.38,0,12.598394 47.440606,0.1,0.00,213,7,-2,-4,-1020,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:22.890,-50,0,100,13,0,6,100,-47,100,13,20.5,0.0,1,80,0.00,0.00,-0.38,0,12.598394 47.440606,0.1,0.00,213,7,-8,0,-1020,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:23.190,-50,0,100,13,0,6,100,-47,100,13,20.5,0.0,1,80,0.00,0.00,-0.38,0,12.598394 47.440606,0.1,0.00,213,7,13,11,-1024,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:23.490,-50,0,100,14,0,6,100,-48,100,13,20.5,0.0,1,80,0.00,0.00,-0.38,0,12.598395 47.440606,0.1,0.00,0,7,-10,11,-416,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:23.790,-50,0,100,14,0,6,100,-48,100,13,20.5,0.1,1,80,0.00,0.00,-0.38,0,12.598395 47.440606,0.1,0.00,0,7,0,42,-195,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:24.090,-50,0,100,12,0,6,100,-41,100,13,20.5,0.1,1,80,0.00,-0.01,-0.38,0,12.598395 47.440606,0.1,0.00,0,7,68,3,-225,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:24.390,-45,0,100,11,0,6,100,-39,100,13,20.5,0.1,1,80,0.00,-0.01,-0.38,0,12.598395 47.440606,0.1,0.00,0,7,54,-4,-213,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:24.690,-45,0,100,11,0,6,100,-39,100,13,20.0,7.9,3,70,0.00,-0.01,-0.38,0,12.598395 47.440606,0.8,0.00,0,7,0,-4,-101,34,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:24.990,-41,0,100,13,0,6,100,-35,100,13,20.0,7.9,3,70,0.04,0.02,0.00,0,12.598395 47.440606,0.8,0.00,0,7,2,58,-105,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:25.290,-41,0,100,13,0,6,100,-35,100,13,20.0,7.9,3,70,0.04,0.02,0.00,0,12.598395 47.440606,0.8,0.00,0,7,51,54,-176,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:25.590,-42,0,100,7,0,6,100,-29,100,13,20.0,7.9,3,70,0.04,0.02,0.00,0,12.598394 47.440592,2.9,26.90,1,7,46,54,-202,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:25.890,-42,0,100,7,0,6,100,-29,100,13,19.8,10.0,6,66,0.04,0.02,0.00,0,12.598394 47.440592,2.9,26.90,1,7,21,19,-195,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:26.190,-43,0,100,12,0,6,100,-36,100,12,19.8,10.0,6,66,0.24,0.03,0.08,0,12.598394 47.440592,2.9,26.90,1,7,5,-4,-187,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:26.490,-43,0,100,12,0,6,100,-36,100,12,19.8,10.0,6,66,0.24,0.03,0.08,0,12.598394 47.440592,2.9,26.90,1,7,2,-13,-187,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:26.790,-43,0,100,12,0,6,100,-36,100,12,19.8,10.0,6,66,0.24,0.03,0.08,0,12.598398 47.440572,8.1,29.83,1,7,13,0,-180,-60,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:27.090,-43,0,100,12,0,6,100,-42,100,11,19.9,9.1,9,67,0.21,-0.02,0.12,0,12.598398 47.440572,8.1,29.83,1,7,2,-4,-180,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:27.390,-44,0,100,11,0,6,100,-38,100,13,19.9,9.1,9,67,0.21,-0.02,0.12,0,12.598398 47.440572,8.1,29.83,1,7,10,-4,-183,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:27.690,-44,0,100,11,0,6,100,-38,100,13,19.9,9.1,9,67,0.21,-0.02,0.12,0,12.598428 47.440517,17.7,31.47,3,7,10,-9,-183,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:27.990,-50,0,100,13,0,6,100,-48,100,13,19.8,10.1,12,65,0.21,-0.02,0.12,0,12.598428 47.440517,17.7,31.47,3,7,5,-9,-176,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:28.290,-50,0,100,13,0,6,100,-48,100,13,19.8,10.1,12,65,0.18,-0.06,0.07,0,12.598428 47.440517,17.7,31.47,3,7,2,-13,-176,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:28.590,-49,0,100,12,0,6,100,-46,100,12,19.8,10.1,12,65,0.18,-0.06,0.07,0,12.598428 47.440517,17.7,31.47,3,7,2,-4,-168,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:28.890,-49,0,100,12,0,6,100,-46,100,12,19.8,10.1,12,65,0.18,-0.06,0.07,0,12.598466 47.440450,22.9,31.30,5,7,0,-4,-176,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:29.190,-51,0,100,13,0,6,100,-48,100,12,19.7,9.9,15,64,0.18,-0.06,0.07,0,12.598466 47.440450,22.9,31.30,5,7,2,0,-176,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:29.490,-51,0,100,13,0,6,100,-48,100,12,19.7,9.9,15,64,0.14,-0.05,-0.38,0,12.598466 47.440450,22.9,31.30,5,7,5,-4,-176,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:29.790,-57,0,100,13,0,6,100,-53,100,12,19.7,9.9,15,64,0.14,-0.05,-0.38,0,12.598520 47.440350,26.9,31.17,7,7,2,0,-172,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:30.090,-55,0,100,13,0,6,100,-49,100,11,19.7,9.9,15,64,0.14,-0.05,-0.38,0,12.598520 47.440350,26.9,31.17,7,7,5,-4,-176,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:30.390,-55,0,100,13,0,6,100,-49,100,11,19.6,10.5,18,62,0.14,-0.04,-0.53,0,12.598520 47.440350,26.9,31.17,7,7,5,-4,-172,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:30.690,-56,0,100,13,0,6,100,-51,100,12,19.6,10.5,18,62,0.14,-0.04,-0.53,0,12.598520 47.440350,26.9,31.17,7,7,5,0,-172,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:30.990,-56,0,100,13,0,6,100,-51,100,12,19.6,10.5,18,62,0.14,-0.04,-0.53,0,12.598569 47.440258,28.9,31.30,9,7,5,-4,-172,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:31.290,-56,0,100,13,0,6,100,-51,100,12,19.6,10.1,21,62,0.14,-0.04,-0.53,0,12.598569 47.440258,28.9,31.30,9,7,2,-4,-172,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:31.590,-58,0,100,12,0,6,100,-53,100,12,19.6,10.1,21,62,0.14,-0.05,-0.65,0,12.598569 47.440258,28.9,31.30,9,7,5,11,-176,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:31.890,-58,0,100,12,0,6,100,-53,100,12,19.6,10.1,21,62,0.14,-0.05,-0.65,0,12.598569 47.440258,28.9,31.30,9,7,2,3,-176,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:32.190,-63,0,100,7,0,6,100,-60,100,12,19.6,10.1,21,62,0.14,-0.05,-0.65,0,12.598623 47.440170,29.5,31.84,10,7,2,-4,-172,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:32.490,-63,0,100,7,0,6,100,-60,100,12,19.7,9.6,24,63,0.17,-0.08,-0.70,0,12.598623 47.440170,29.5,31.84,10,7,-2,0,-165,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:32.790,-63,0,100,13,0,6,100,-59,100,12,19.7,9.6,24,63,0.17,-0.08,-0.70,0,12.598623 47.440170,29.5,31.84,10,7,-5,0,-168,-45,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:33.090,-63,0,100,14,0,6,100,-57,100,11,19.7,9.6,24,63,0.17,-0.08,-0.70,0,12.598691 47.440074,29.7,32.35,12,7,-8,-4,-150,-21,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:33.390,-63,0,100,14,0,6,100,-57,100,11,19.6,10.1,27,62,0.17,-0.08,-0.70,0,12.598691 47.440074,29.7,32.35,12,7,-2,-4,-112,-17,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:33.690,-65,0,100,13,0,6,100,-59,100,12,19.6,10.1,27,62,0.17,-0.13,-0.76,0,12.598691 47.440074,29.7,32.35,12,7,0,0,-150,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:33.990,-65,0,100,13,0,6,100,-59,100,12,19.6,10.1,27,62,0.17,-0.13,-0.76,0,12.598691 47.440074,29.7,32.35,12,7,0,7,-168,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:34.290,-67,0,100,13,0,6,100,-64,100,12,19.6,10.1,27,62,0.17,-0.13,-0.76,0,12.598753 47.439994,30.1,32.22,13,7,-2,15,-176,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:34.590,-67,0,100,13,0,6,100,-64,100,12,19.5,10.6,30,60,0.17,-0.13,-0.76,0,12.598753 47.439994,30.1,32.22,13,7,0,19,-180,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:34.890,-68,0,100,10,0,6,100,-66,100,14,19.5,10.6,30,60,0.19,-0.15,-0.80,0,12.598753 47.439994,30.1,32.22,13,7,-2,19,-176,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:35.190,-68,0,100,10,0,6,100,-66,100,14,19.5,10.6,30,60,0.19,-0.15,-0.80,0,12.598753 47.439994,30.1,32.22,13,7,-2,11,-180,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:35.490,-66,0,100,8,0,6,100,-55,100,13,19.7,9.0,33,63,0.19,-0.15,-0.80,0,12.598824 47.439888,31.0,31.79,16,7,-2,7,-176,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:35.790,-64,0,100,13,0,6,100,-59,100,12,19.7,9.0,33,63,0.25,-0.15,-0.84,0,12.598824 47.439888,31.0,31.79,16,7,-2,15,-176,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:36.090,-64,0,100,13,0,6,100,-59,100,12,19.7,9.0,33,63,0.25,-0.15,-0.84,0,12.598824 47.439888,31.0,31.79,16,7,2,0,-168,27,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:36.390,-64,0,100,13,0,6,100,-59,100,12,19.7,9.0,33,63,0.25,-0.15,-0.84,0,12.598885 47.439793,33.1,31.81,17,7,2,0,-172,10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:36.690,-74,0,100,12,0,6,100,-73,100,12,19.6,9.9,36,62,0.25,-0.15,-0.84,0,12.598885 47.439793,33.1,31.81,17,7,2,-4,-168,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:36.990,-74,0,100,12,0,6,100,-73,100,12,19.6,9.9,36,62,0.26,-0.10,-0.88,0,12.598885 47.439793,33.1,31.81,17,7,2,0,-146,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:37.290,-64,0,100,13,0,6,100,-55,100,13,19.6,9.9,36,62,0.26,-0.10,-0.88,0,12.598885 47.439793,33.1,31.81,17,7,0,-4,-146,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:37.590,-64,0,100,13,0,6,100,-55,100,13,19.6,9.9,36,62,0.26,-0.10,-0.88,0,12.598951 47.439691,36.4,31.93,17,7,2,0,-150,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:37.890,-61,0,100,14,0,6,100,-56,100,13,19.6,10.2,39,61,0.24,-0.11,-0.90,0,12.598951 47.439691,36.4,31.93,17,7,2,0,-146,-14,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:38.190,-61,0,100,14,0,6,100,-56,100,13,19.6,10.2,39,61,0.24,-0.11,-0.90,0,12.598951 47.439691,36.4,31.93,17,7,0,0,-146,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:38.490,-64,0,100,13,0,6,100,-64,100,12,19.6,10.2,39,61,0.24,-0.11,-0.90,0,12.599041 47.439561,39.9,32.09,19,7,2,-4,-146,-14,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:38.790,-73,0,100,13,0,6,100,-74,100,12,19.5,10.7,42,60,0.24,-0.11,-0.90,0,12.599041 47.439561,39.9,32.09,19,7,-2,0,-146,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:39.090,-73,0,100,13,0,6,100,-74,100,12,19.5,10.7,42,60,0.23,-0.14,-0.91,0,12.599041 47.439561,39.9,32.09,19,7,0,3,-135,-17,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:39.390,-68,0,100,14,0,6,100,-61,100,13,19.5,10.7,42,60,0.23,-0.14,-0.91,0,12.599041 47.439561,39.9,32.09,19,7,-2,-13,-127,-14,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:39.690,-68,0,100,14,0,6,100,-61,100,13,19.5,10.7,42,60,0.23,-0.14,-0.91,0,12.599122 47.439448,41.9,32.13,19,7,-2,-9,-123,-14,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:39.990,-65,0,100,13,0,6,100,-60,100,12,19.5,10.9,46,60,0.23,-0.14,-0.91,0,12.599122 47.439448,41.9,32.13,19,7,-2,0,-123,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:40.290,-65,0,100,13,0,6,100,-60,100,12,19.5,10.9,46,60,0.21,-0.18,-0.93,0,12.599122 47.439448,41.9,32.13,19,7,-5,0,-127,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:40.590,-65,0,100,8,0,6,100,-60,100,12,19.5,10.9,46,60,0.21,-0.18,-0.93,0,12.599122 47.439448,41.9,32.13,19,7,-2,3,-127,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:40.890,-65,0,100,8,0,6,100,-60,100,12,19.5,11.1,49,59,0.21,-0.18,-0.93,0,12.599223 47.439299,44.6,31.85,20,7,-2,7,-123,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:41.190,-65,0,100,8,0,6,100,-60,100,12,19.5,11.1,49,59,0.23,-0.17,-0.95,0,12.599223 47.439299,44.6,31.85,20,7,0,7,-123,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:41.490,-66,0,100,14,0,6,100,-62,100,12,19.5,11.1,49,59,0.23,-0.17,-0.95,0,12.599223 47.439299,44.6,31.85,20,7,0,3,-127,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:41.790,-67,0,100,13,0,6,100,-65,100,12,19.5,11.1,49,59,0.23,-0.17,-0.95,0,12.599305 47.439159,45.8,31.47,22,7,0,0,-123,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:42.090,-67,0,100,13,0,6,100,-65,100,12,19.5,10.0,52,60,0.23,-0.17,-0.95,0,12.599305 47.439159,45.8,31.47,22,7,0,-4,-123,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:42.390,-70,0,100,13,0,6,100,-65,100,13,19.5,10.0,52,60,0.26,-0.16,-0.98,0,12.599305 47.439159,45.8,31.47,22,7,-2,-4,-123,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:42.690,-70,0,100,13,0,6,100,-65,100,13,19.5,10.0,52,60,0.26,-0.16,-0.98,0,12.599305 47.439159,45.8,31.47,22,7,0,-4,-120,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:42.990,-74,0,100,13,0,6,100,-71,100,12,19.5,10.0,52,60,0.26,-0.16,-0.98,0,12.599400 47.438980,46.3,31.22,24,7,-2,-9,-123,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:43.290,-74,0,100,13,0,6,100,-71,100,12,19.5,10.2,55,60,0.25,-0.15,-1.01,0,12.599400 47.438980,46.3,31.22,24,7,0,-9,-120,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:43.590,-86,0,100,11,0,6,100,-90,100,7,19.5,10.2,55,60,0.25,-0.15,-1.01,0,12.599400 47.438980,46.3,31.22,24,7,0,-4,-123,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:43.890,-86,0,100,11,0,6,100,-90,100,7,19.5,10.2,55,60,0.25,-0.15,-1.01,0,12.599477 47.438823,47.2,31.03,25,7,0,-4,-123,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:44.190,-76,0,100,13,0,6,100,-75,100,13,19.5,10.4,58,60,0.25,-0.15,-1.01,0,12.599477 47.438823,47.2,31.03,25,7,-2,-9,-127,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:44.490,-71,0,100,12,0,6,100,-69,100,11,19.5,10.4,58,60,0.24,-0.14,-1.05,0,12.599477 47.438823,47.2,31.03,25,7,0,-4,-123,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:44.790,-71,0,100,12,0,6,100,-69,100,11,19.5,10.4,58,60,0.24,-0.14,-1.05,0,12.599477 47.438823,47.2,31.03,25,7,8,-9,-82,24,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:45.090,-70,0,100,12,0,6,100,-67,100,13,19.5,10.4,58,60,0.24,-0.14,-1.05,0,12.599550 47.438660,47.2,30.72,25,7,21,0,-78,13,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:45.390,-70,0,100,12,0,6,100,-67,100,13,19.5,10.8,61,60,0.24,-0.14,-1.05,0,12.599550 47.438660,47.2,30.72,25,7,2,0,-78,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:45.690,-70,0,100,12,0,6,100,-67,100,13,19.5,10.8,61,60,0.22,-0.10,-1.06,0,12.599550 47.438660,47.2,30.72,25,7,5,3,-75,6,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:45.990,-70,0,100,12,0,6,100,-65,100,13,19.5,10.8,61,60,0.22,-0.10,-1.06,0,12.599634 47.438456,47.5,30.46,27,7,8,-4,-71,13,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:46.290,-70,0,100,12,0,6,100,-65,100,13,19.4,11.8,65,58,0.22,-0.10,-1.06,0,12.599634 47.438456,47.5,30.46,27,7,10,3,-75,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:46.590,-71,0,100,14,0,6,100,-66,100,13,19.4,11.8,65,58,0.23,-0.08,-1.09,0,12.599634 47.438456,47.5,30.46,27,7,13,0,-71,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:46.890,-71,0,100,14,0,6,100,-66,100,13,19.4,11.8,65,58,0.23,-0.08,-1.09,0,12.599634 47.438456,47.5,30.46,27,7,2,23,-78,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:47.190,-72,0,100,13,0,6,100,-77,100,13,19.4,11.8,65,58,0.23,-0.08,-1.09,0,12.599702 47.438282,48.1,30.40,30,7,5,39,-78,27,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:47.490,-79,0,100,13,0,6,100,-73,100,13,19.4,11.7,69,57,0.23,-0.08,-1.09,0,12.599702 47.438282,48.1,30.40,30,7,8,23,-78,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:47.790,-79,0,100,13,0,6,100,-73,100,13,19.4,11.7,69,57,0.29,-0.06,-1.09,0,12.599702 47.438282,48.1,30.40,30,7,10,23,-75,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:48.090,-81,0,100,13,0,6,100,-75,100,12,19.4,11.7,69,57,0.29,-0.06,-1.09,0,12.599702 47.438282,48.1,30.40,30,7,8,0,-78,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:48.390,-81,0,100,13,0,6,100,-75,100,12,19.4,11.7,69,57,0.29,-0.06,-1.09,0,12.599773 47.438108,48.6,30.56,33,7,5,0,-78,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:48.690,-74,0,100,12,0,6,100,-68,100,12,19.4,11.1,72,58,0.34,-0.08,-1.07,0,12.599773 47.438108,48.6,30.56,33,7,5,0,-78,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:48.990,-74,0,100,12,0,6,100,-68,100,12,19.4,11.1,72,58,0.34,-0.08,-1.07,0,12.599773 47.438108,48.6,30.56,33,7,2,0,-82,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:49.290,-71,0,100,13,0,6,100,-66,100,13,19.4,11.1,72,58,0.34,-0.08,-1.07,0,12.599869 47.437905,50.2,31.18,37,7,0,-4,-78,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:49.590,-71,0,100,13,0,6,100,-66,100,13,19.5,11.0,75,59,0.34,-0.08,-1.07,0,12.599869 47.437905,50.2,31.18,37,7,0,0,-75,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:49.890,-70,0,100,12,0,6,100,-66,100,13,19.5,11.0,75,59,0.33,-0.12,-1.05,0,12.599869 47.437905,50.2,31.18,37,7,2,0,-75,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:50.190,-69,0,100,12,0,6,100,-65,100,12,19.5,11.0,75,59,0.33,-0.12,-1.05,0,12.599869 47.437905,50.2,31.18,37,7,2,-4,-63,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:50.490,-69,0,100,12,0,6,100,-65,100,12,19.5,11.0,75,59,0.33,-0.12,-1.05,0,12.599959 47.437748,50.7,31.66,41,7,0,3,-60,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:50.790,-69,0,100,12,0,6,100,-65,100,12,19.4,11.5,79,58,0.33,-0.12,-1.05,0,12.599959 47.437748,50.7,31.66,41,7,5,0,-56,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:51.090,-69,0,100,13,0,6,100,-65,100,12,19.4,11.5,79,58,0.32,-0.13,-1.04,0,12.599959 47.437748,50.7,31.66,41,7,5,0,-56,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:51.390,-69,0,100,13,0,6,100,-65,100,12,19.4,11.5,79,58,0.32,-0.13,-1.04,0,12.599959 47.437748,50.7,31.66,41,7,0,0,-56,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:51.690,-69,0,100,12,0,6,100,-66,100,13,19.4,11.1,82,58,0.32,-0.13,-1.04,0,12.600076 47.437565,52.5,31.90,44,7,2,-4,-48,-14,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:51.990,-69,0,100,12,0,6,100,-66,100,13,19.4,11.1,82,58,0.31,-0.17,-1.02,0,12.600076 47.437565,52.5,31.90,44,7,0,0,-37,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:52.290,-70,0,100,12,0,6,100,-67,100,13,19.4,11.1,82,58,0.31,-0.17,-1.02,0,12.600076 47.437565,52.5,31.90,44,7,2,0,-33,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:52.590,-70,0,100,12,0,6,100,-67,100,13,19.4,11.1,82,58,0.31,-0.17,-1.02,0,12.600179 47.437415,53.9,32.05,47,7,0,0,-37,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:52.890,-70,0,100,13,0,6,100,-66,100,13,19.4,11.4,86,57,0.31,-0.17,-1.02,0,12.600179 47.437415,53.9,32.05,47,7,2,-4,-37,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:53.190,-71,0,100,13,0,6,100,-69,100,12,19.4,11.4,86,57,0.31,-0.19,-1.00,0,12.600179 47.437415,53.9,32.05,47,7,0,0,-41,-17,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:53.490,-71,0,100,13,0,6,100,-69,100,12,19.4,11.4,86,57,0.31,-0.19,-1.00,0,12.600179 47.437415,53.9,32.05,47,7,2,-9,-37,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:53.790,-72,0,100,12,0,6,100,-70,100,13,19.4,11.4,86,57,0.31,-0.19,-1.00,0,12.600303 47.437240,52.3,32.20,50,7,2,-9,-41,-10,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:54.090,-72,0,100,12,0,6,100,-70,100,13,19.4,11.8,89,57,0.31,-0.21,-0.99,0,12.600303 47.437240,52.3,32.20,50,7,2,0,-37,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:54.390,-73,0,100,13,0,6,100,-70,100,12,19.4,11.8,89,57,0.31,-0.21,-0.99,0,12.600303 47.437240,52.3,32.20,50,7,2,-4,-41,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:54.690,-73,0,100,13,0,6,100,-70,100,12,19.4,11.8,89,57,0.31,-0.21,-0.99,0,12.600405 47.437099,51.7,32.21,52,7,2,-4,-37,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:54.990,-73,0,100,13,0,6,100,-70,100,12,19.4,11.2,92,57,0.31,-0.21,-0.99,0,12.600405 47.437099,51.7,32.21,52,7,2,0,-37,-7,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:55.290,-73,0,100,13,0,6,100,-70,100,12,19.4,11.2,92,57,0.30,-0.20,-0.98,0,12.600405 47.437099,51.7,32.21,52,7,2,0,-37,-3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:55.590,-73,0,100,13,0,6,100,-70,100,12,19.4,11.2,92,57,0.30,-0.20,-0.98,0,12.600405 47.437099,51.7,32.21,52,7,2,-4,-37,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:55.890,-74,0,100,14,0,6,100,-72,100,12,19.4,11.2,92,57,0.30,-0.20,-0.98,0,12.600505 47.436960,50.8,32.15,54,7,5,-9,-41,0,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:56.190,-75,0,100,13,0,6,100,-72,100,12,19.3,11.7,96,56,0.30,-0.20,-0.98,0,12.600505 47.436960,50.8,32.15,54,7,5,-4,-37,3,1,-1,-1,-1,0x0000000000000000,4.0
2021-08-03,08:45:56.490,-75,0,100,13,0,6,100,-72,100,12,19.3,11.7,96,56,0.30,-0.19,-0.97,0,12.600505 47.436960,50.8,32.15,54,7,2,0,-37,3,1,-1,-1,-1,0x0000000000000000,4.0
